CURVE_DETL_ID,CURVE_MSTR_ID,AS_OF_DATE,SCN_ID,MON-24,MON-23,MON-22,MON-21,MON-20,MON-19,MON-18,MON-17,MON-16,MON-15,MON-14,MON-13,MON-12,MON-11,MON-10,MON-9,MON-8,MON-7,MON-6,MON-5,MON-4,MON-3,MON-2,MON-1,MON0,MON1,MON2,MON3,MON4,MON5,MON6,MON7,MON8,MON9,MON10,MON11,MON12,MON13,MON14,MON15,MON16,MON17,MON18,MON19,MON20,MON21,MON22,MON23,MON24,MON25,MON26,MON27,MON28,MON29,MON30,MON31,MON32,MON33,MON34,MON35,MON36,MON37,MON38,MON39,MON40,MON41,MON42,MON43,MON44,MON45,MON46,MON47,MON48,MON49,MON50,MON51,MON52,MON53,MON54,MON55,MON56,MON57,MON58,MON59,MON60,DATASET_ID,UNITS,ORIGL_FLAG,CURVE_FLOOR,CREATED_BY,CREATE_TS,SOURCE,SOURCE_DETAILS,CURVE_CODE,CURVE_DESC,CCY_CODE,CURVE_TENOR,CURVE_CNTRY,FWD_SPRD_BOOL,SCN_NAME,SCN_LONG_DESC,STATUS,FIN_RISK_FLAG,SCN_TYPE,IS_BASE,RUN_FREQUENCY,curve_tenor_days
2147483647,4639906,4/30/2025,598,0.05890193,0.05889305,0.06710343,0.04855927,0.06139493,0.06979491,0.06471407,0.05347601,0.04923367,0.05083114,0.05790592,0.05660749,0.07042135,0.04873237,0.07037019,0.04839363,0.04981304,0.05011224,0.0460076,0.07348382,0.06302431,0.0510388,0.07367219,0.05960074,0.05206177,0.06035523,0.05883494,0.05042613,0.06282929,0.05743443,0.063693,0.04817803,0.0452285,0.04527771,0.0466957,1.06603429,0.07099334,0.04776597,0.07295892,0.06563805,0.06305177,0.06138136,0.05727917,0.07235784,0.06925512,0.05997612,0.06567985,0.04823023,0.05018824,0.04932476,0.05476399,0.05379755,0.07432467,0.07376143,0.0670964,0.06139915,0.06345828,0.05772711,0.07256994,0.0584821,0.04764379,0.05351388,0.05615669,0.05377519,0.06428162,0.04787354,0.05393068,0.06177401,0.06439649,0.05397597,0.07003993,0.07389016,0.05077346,0.05672019,0.05890033,0.05746822,0.04960645,0.07377265,0.06290569,0.0464402,0.04548634,0.07083298,0.05556111,0.05676344,0.0725808,1,bps,FALSE,0.04476682,ag22328,5/8/2025,COPY_MISSING_CURVE_CCY,"{""riskFactorId"":""SM BSBY""}",BSBY,,AUD,ZERO,F,F,ROLLING_SS_UP_100_MONTHLY,ROLLING_SS_UP_100_MONTHLY,A,R,IRR,FALSE,MONTHLY,0
2147483647,4639890,4/30/2025,598,0.05893933,0.07326785,0.0658433,0.06820616,0.06126112,0.06312663,0.06246807,0.07490986,0.07027834,0.0645786,0.05271247,0.06422367,0.05832732,0.07263563,0.06522063,0.05368631,0.07436547,0.04861037,0.05303183,0.06079857,0.06346922,0.04949234,0.05266333,0.04590393,0.06493704,0.04976093,0.04933632,0.06583561,0.05287237,0.05954386,0.06021909,0.05989429,0.05171353,0.06155782,0.06992433,0.04776469,0.05310958,0.06586647,0.05378415,0.05508961,0.07404428,0.05106647,0.06226594,0.06673156,0.04717442,0.05634241,0.05541784,0.05423651,0.05798841,0.04796198,0.04963445,0.06049525,0.06127182,0.06474774,0.07290358,0.06914586,0.04772089,0.05719261,0.07327902,0.05667353,0.06922468,0.07222292,0.06611868,0.04952696,0.0478713,0.04675405,0.06463831,0.06450041,0.07461422,0.05979145,0.0744576,0.07430186,0.07302187,0.05601662,0.0642557,0.05803224,0.04898347,0.0722941,0.0692837,0.05638003,0.074074,0.05088637,0.04516715,0.05137514,0.06168396,1,bps,FALSE,0.04071011,ag22328,5/8/2025,COPY_MISSING_CURVE_CCY,"{""riskFactorId"":""SM BSBY""}",BSBY,,AUD,1M,F,F,ROLLING_SS_UP_100_MONTHLY,ROLLING_SS_UP_100_MONTHLY,A,R,IRR,FALSE,MONTHLY,30
2147483647,4639884,4/30/2025,598,0.06904087,0.04803689,0.04885575,0.05596693,0.05225519,0.06332222,0.06225126,0.0559944,0.05313978,0.04931576,0.06669172,0.05594771,0.07081624,0.04599469,0.0577265,0.06718453,0.06259928,0.06025453,0.04543477,0.0746175,0.0627892,0.0517425,0.07423653,0.04738325,0.05656176,0.07324127,0.05796648,0.07152323,0.05095077,0.05259437,0.05114484,0.06581073,0.04669941,0.06925412,0.04693171,0.05553612,0.05438681,0.06742888,0.04794723,1.04541424,0.04631759,0.07022248,0.05037397,0.0730363,0.04645143,0.05028278,0.05014174,0.05570569,0.07457617,0.06277468,0.0533847,0.07380053,0.04630082,0.05194283,0.06699061,0.06849603,0.06547508,0.06733035,0.07093398,0.04638183,0.0474207,0.07083708,0.04546625,0.04857163,0.05281433,0.07352971,0.06295761,0.07302466,0.05955331,0.04553248,0.06523497,0.06020383,0.06473064,0.05420713,0.0631405,0.07026299,0.06982432,0.06484189,0.07399566,0.07024615,0.0700291,0.07494894,0.06337643,0.04742149,0.05408536,1,bps,FALSE,0.04168905,ag22328,5/8/2025,COPY_MISSING_CURVE_CCY,"{""riskFactorId"":""SM BSBY""}",BSBY,,AUD,2M,F,F,ROLLING_SS_UP_100_MONTHLY,ROLLING_SS_UP_100_MONTHLY,A,R,IRR,FALSE,MONTHLY,60
2147483647,4639901,4/30/2025,598,0.04501093,0.04596522,0.06834276,0.05949137,0.07288728,0.05496809,0.0705668,0.06459356,0.05430131,0.04506949,0.05395503,0.05020454,0.07345606,0.04550955,0.06324406,0.07381088,0.05641048,0.06327342,0.07117175,0.06300054,0.05690542,0.05958441,0.06824013,0.05952132,0.07139735,0.05232502,0.06986134,0.06697859,0.05490666,0.0629568,0.04558851,0.051319,0.05513366,0.07318917,0.05689789,0.05822961,0.05681897,0.07428694,0.05300338,0.07332379,0.05134484,0.06576712,0.05713772,0.06069881,0.07000906,0.05020665,0.05168354,0.05280245,0.06202573,0.06633427,0.04768929,0.04786666,0.07233541,0.07478093,0.06100008,0.06077958,0.04824453,0.0627874,0.05184119,0.06561476,0.05559484,0.05312844,0.06830705,0.06097384,0.05173091,0.06554029,0.05575047,0.04661926,0.07066507,0.05781664,0.06274915,0.05386258,0.05700229,0.06132774,0.07270188,0.06476748,0.06076382,0.04801632,0.04885153,0.05210099,1.06829166,0.05093325,0.06834015,0.05877101,0.04927337,1,bps,FALSE,0.04555209,ag22328,5/8/2025,COPY_MISSING_CURVE_CCY,"{""riskFactorId"":""SM BSBY""}",BSBY,,AUD,3M,F,F,ROLLING_SS_UP_100_MONTHLY,ROLLING_SS_UP_100_MONTHLY,A,R,IRR,FALSE,MONTHLY,90
2147483647,4639922,4/30/2025,598,0.0724366,0.06538911,0.04578305,0.06756707,0.05304783,0.07081866,0.04943667,0.05118944,0.05225974,0.0675999,0.0693572,0.04581146,0.04926383,0.06889562,0.04505759,0.07177923,0.05181287,0.04824244,0.05444872,0.04748291,0.06239389,0.05624245,0.05903487,0.04881753,0.05473464,0.07061692,0.0624144,0.04511105,0.06382598,0.04621373,0.06962963,0.06742408,0.06716839,0.04510972,0.07201401,0.0566115,0.06821967,0.06863384,0.07443885,0.06231145,0.04971791,0.06562981,0.06548715,0.06487558,0.05966933,0.04761711,0.06102907,0.07112646,0.06381962,0.06842606,0.07128501,0.06305264,0.06431734,0.05704978,0.06067459,0.07198639,0.0739091,0.0665206,0.06309221,0.05301268,0.06493888,0.06578496,0.05558296,0.05015763,0.07454642,0.04966686,0.04988679,0.07252697,0.0600398,0.04874473,0.05841258,0.0495789,0.07026272,0.05045789,0.06332288,0.04869416,0.05669214,0.07088626,0.04808394,0.06208848,0.05762537,0.05269687,0.05593313,0.04935269,0.04623875,1,bps,FALSE,0.04211125,ag22328,5/8/2025,COPY_MISSING_CURVE_CCY,"{""riskFactorId"":""SM BSBY""}",BSBY,,AUD,4M,F,F,ROLLING_SS_UP_100_MONTHLY,ROLLING_SS_UP_100_MONTHLY,A,R,IRR,FALSE,MONTHLY,120
2147483647,4639907,4/30/2025,598,0.05024502,0.05277172,0.05793233,0.05655458,0.07146603,0.04963035,0.04956642,0.05106582,0.04553135,0.05087785,0.05512741,0.06900812,0.07084231,0.06186036,0.07482622,0.04689857,0.06581747,0.06436361,0.06317162,0.06760813,0.07161198,0.06179327,0.06010103,0.06694883,0.06487751,0.05489604,0.06647369,0.05664731,0.05944849,0.07061912,0.06427314,0.06952342,0.0625725,0.06948886,0.05064222,0.05251366,0.05686177,0.05989342,0.07179134,0.05075225,0.06160917,0.06731206,0.06253214,0.04708145,0.05726273,0.05402621,0.0590877,0.0576871,0.05271619,0.07212095,0.06681918,0.0748308,0.04791044,0.05539737,0.07420982,0.0682068,0.04994306,0.04627759,0.06947297,0.06575218,0.05753048,0.05807437,0.04656362,0.07312094,0.04836456,0.06202525,0.06857372,0.07489389,0.05130902,0.05188974,0.07361933,0.04553025,0.06853422,0.06159586,0.06485814,0.06022577,0.06568997,0.0563424,0.05889637,0.07483345,0.06274436,0.06893824,0.06917339,0.04625689,0.06537873,1,bps,FALSE,0.0458788,ag22328,5/8/2025,COPY_MISSING_CURVE_CCY,"{""riskFactorId"":""SM BSBY""}",BSBY,,AUD,5M,F,F,ROLLING_SS_UP_100_MONTHLY,ROLLING_SS_UP_100_MONTHLY,A,R,IRR,FALSE,MONTHLY,150
2147483647,4639883,4/30/2025,598,0.07373916,0.06363857,0.05741714,0.053035,0.06789523,0.05408735,0.0727008,0.0682235,0.06554566,0.07002586,0.06918068,0.06322675,0.04968562,0.0551827,0.07179245,0.06011359,0.05725746,0.06519429,0.06196599,0.06617752,0.06378334,0.07220641,0.05887729,0.06800852,0.04724059,0.05602099,0.05044558,0.05966248,0.06156284,0.07229303,0.06032709,0.07184134,0.05269293,0.05463493,0.06387078,0.0492023,0.07124803,0.05175171,0.05818696,0.06318098,0.04564184,0.05027271,0.05617509,0.04846624,0.07271197,0.06433193,0.05878134,0.06125154,0.05693073,0.06511332,0.05377016,0.04679225,0.05449502,0.04658187,0.0568274,0.04728846,0.07127358,0.06592474,0.06004567,0.06036091,0.04614736,0.0492998,0.0545389,0.05222716,0.05002693,0.0593697,0.06583514,0.07101324,0.06967981,0.04971785,0.04789646,0.05932193,0.06918231,0.07038246,0.0708976,0.06918748,0.05095771,0.06728275,0.07292113,0.04619268,0.06321109,0.07191626,0.0547654,0.05605213,0.07428373,1,bps,FALSE,0.0419854,ag22328,5/8/2025,COPY_MISSING_CURVE_CCY,"{""riskFactorId"":""SM BSBY""}",BSBY,,AUD,6M,F,F,ROLLING_SS_UP_100_MONTHLY,ROLLING_SS_UP_100_MONTHLY,A,R,IRR,FALSE,MONTHLY,180
2147483647,4639919,4/30/2025,598,0.06469332,0.06867448,0.06193326,0.07312298,0.04916199,0.04884651,0.07390637,0.05812492,0.05002849,0.06174755,0.06385391,0.04896902,0.04524543,0.05110574,0.05269307,0.05550921,0.0506203,0.06101978,0.05823221,0.05227912,0.07021872,0.06534873,0.07128784,0.06389454,0.04971426,0.0582265,0.04889705,0.06766039,0.07111145,0.05899115,0.06424687,0.04888615,0.05388459,0.06571282,0.06898777,0.07062302,0.0484181,0.06483925,0.04528146,0.05029189,0.07202646,0.06345908,0.04797796,0.04703565,0.04623809,0.06657536,0.06357753,0.04964622,0.05466674,0.06630585,0.07077846,0.07302598,0.07201407,0.06222671,0.06842103,0.04978909,0.06233009,0.06691482,0.0653918,0.06003289,0.07402276,0.04548411,0.04633781,0.04506086,0.05378708,0.04839183,0.05722449,0.05019091,0.0478034,0.05745514,0.07139578,0.06320911,0.05624242,0.04691561,0.05545504,0.06973655,0.06965668,0.072078,0.05700397,0.06600767,0.05309055,0.07317559,0.07153747,0.0655964,0.05489317,1,bps,FALSE,0.04019249,ag22328,5/8/2025,COPY_MISSING_CURVE_CCY,"{""riskFactorId"":""SM BSBY""}",BSBY,,AUD,7M,F,F,ROLLING_SS_UP_100_MONTHLY,ROLLING_SS_UP_100_MONTHLY,A,R,IRR,FALSE,MONTHLY,210
2147483647,4639909,4/30/2025,598,0.05471333,0.05923362,0.06833191,0.0466156,0.04981075,0.06114056,0.06543233,0.05897959,0.07327704,0.05939654,0.06833351,0.05506128,0.05913408,0.04857131,0.06494936,0.06632596,0.05417081,0.05478522,0.06053149,0.06626134,0.05631873,0.05958219,0.07100633,0.05126067,0.06422684,0.0743034,0.06334131,0.05015431,0.07493215,0.06687089,0.05962886,0.05056747,0.05241249,0.06316674,0.05996311,0.05589737,0.05753803,0.05222512,0.05090588,0.06344833,0.06433547,0.04669908,0.04658866,0.07293347,0.05412091,0.07126846,0.0608599,0.06473198,0.04818991,0.06037673,0.06640419,0.05587814,0.06020316,0.06239017,0.05481552,0.06619677,0.05868794,0.07364946,0.06752162,0.06506987,0.0498955,0.05404497,0.04576604,0.07339027,0.06599032,0.05864359,0.06788929,0.06819576,0.05442584,0.06416943,0.05031594,0.06505808,0.06882858,0.05013963,0.07441776,0.04690853,0.05667101,0.06559999,0.05964597,0.0719788,0.04753559,0.04579172,0.06944064,0.04907196,0.04670449,1,bps,FALSE,0.04475334,ag22328,5/8/2025,COPY_MISSING_CURVE_CCY,"{""riskFactorId"":""SM BSBY""}",BSBY,,AUD,8M,F,F,ROLLING_SS_UP_100_MONTHLY,ROLLING_SS_UP_100_MONTHLY,A,R,IRR,FALSE,MONTHLY,240
2147483647,4639913,4/30/2025,598,0.06668055,0.06571853,0.05970502,0.04732433,0.06045235,0.05466522,0.05141299,0.06223604,0.07258765,0.06260817,0.07169124,0.05535455,0.059721,0.06484888,0.05674859,0.05286722,0.06790701,0.04527004,0.0525808,0.06126239,0.05363975,0.05017649,0.05505232,0.06882365,0.06276167,0.04743026,0.06691309,0.06840924,0.05427018,0.06802043,0.04623205,0.07194104,0.0469071,0.05859377,0.04504277,0.05145059,0.05120095,0.066179,0.04816052,0.06785854,0.05912661,0.0564332,0.0616396,0.05017659,0.05029481,0.05525349,0.05763123,0.07043599,0.0738182,0.048914,0.06711846,0.06117361,0.06804467,0.07291095,0.04799472,0.06694157,0.06838398,0.04617616,0.06311041,0.05783911,0.05684623,0.05769771,0.06531772,0.069962,0.06378199,0.05314636,0.06609399,0.07099751,0.05638775,0.06499833,0.05600865,0.04620103,0.07494813,0.05078357,0.05885926,0.07332539,0.0681762,0.05313962,0.05361601,0.07354315,0.04667006,0.05561676,0.05498069,0.05180158,0.06512504,1,bps,FALSE,0.04074222,ag22328,5/8/2025,COPY_MISSING_CURVE_CCY,"{""riskFactorId"":""SM BSBY""}",BSBY,,AUD,9M,F,F,ROLLING_SS_UP_100_MONTHLY,ROLLING_SS_UP_100_MONTHLY,A,R,IRR,FALSE,MONTHLY,270
